,STORE_TYPE,STORE_NAME,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,PHONE,HOURS,SNAP,SIC,NAICS_EXT,SALES_VOL,HDBRCH,NUMBER_EMP,EMPSIZ,FRNCOD,SQFT,SOURCE,POINT_X,POINT_Y,HCSI,NBHD_NAME,COUNCIL_DISTRICT,GLOBALID
560,Small Grocery Store,Sprouts Farmers Market,,1150 Ironton St,,Aurora,CO,80010.0,(720) 278-2008,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.8622272,39.6947506,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
561,Small Grocery Store,Walmart Neighborhood Market,,10400 E Colfax Ave,,Aurora,CO,80010.0,(303) 537-9808,,,541105.0,445110.0,,,,,,,OED,-104.867622,39.73918,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
562,Small Grocery Store,Walmart Neighborhood Market,,1442 S Parker Rd,,Denver,CO,80231.0,(303) 481-0182,,,541105.0,445110.0,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.89105500000001,39.690625,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
563,Supermarket,Albertsons,,10081 W Bowles Ave,,Littleton,CO,80127.0,(303) 978-9617,,,541105.0,445110.0,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-105.11115900000001,39.610836,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
564,Supermarket,Avanza,,10777 E Colfax Ave,,Aurora,CO,80010.0,(303) 537-9808,,,541105.0,445110.0,,,,,,"2,500 - 9,999",OED,-104.86255700000001,39.740245,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
565,Supermarket,King Soopers,,6000 S Holly St,,Greenwood Vlg,CO,80111.0,(720) 488-3405,,,541105.0,445110.0,42574000.0,,165.0,100 to 249,,"40,000+",InfoGroup2014,-104.92110600000001,39.607909,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
566,Supermarket,King Soopers,,3495 S University Blvd,,Englewood,CO,80113.0,(303) 806-2780,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.95956299999999,39.653534,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
567,Supermarket,King Soopers,,4850 E 62nd Ave,,Commerce City,CO,80022.0,(303) 287-3419,,,541105.0,445110.0,2064000.0,,8.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.930109,39.808608,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
568,Supermarket,King Soopers,,1155 S Havana St # 1,,Aurora,CO,80012.0,(303) 755-1244,,,541105.0,445110.0,51604000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-104.867313,39.695301,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
569,Supermarket,King Soopers,,3190 S Parker Rd,,Aurora,CO,80014.0,(303) 750-2450,,,541105.0,445110.0,34833000.0,,135.0,100 to 249,,"40,000+",InfoGroup2014,-104.844339,39.659473,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
570,Supermarket,King Soopers,,6760 S Pierce St,,Littleton,CO,80128.0,(303) 979-2280,,,541105.0,445110.0,42574000.0,,165.0,100 to 249,,"40,000+",InfoGroup2014,-105.072011,39.593526000000004,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
571,Supermarket,King Soopers,,3817 Sheridan Blvd,,Wheat Ridge,CO,80212.0,(303) 425-7455,,,541105.0,445110.0,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-105.0545002,39.770250299999994,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
572,Supermarket,King Soopers,,4910 S Yosemite St # B2,,Greenwood Vlg,CO,80111.0,(303) 793-9080,,,541105.0,445110.0,43864000.0,,170.0,100 to 249,,"40,000+",InfoGroup2014,-104.88409399999999,39.626093,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
573,Supermarket,King Soopers,,1725 Sheridan Blvd # 1,,Edgewater,CO,80214.0,(303) 425-7356,,,541105.0,445110.0,36123000.0,,140.0,100 to 249,,"40,000+",InfoGroup2014,-105.053246,39.745602000000005,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
574,Supermarket,King Soopers,,655 Peoria St,,Aurora,CO,80011.0,(303) 364-9218,,,541105.0,445110.0,36123000.0,,140.0,100 to 249,,"40,000+",InfoGroup2014,-104.847266,39.726397,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
575,Supermarket,King Soopers,,4600 Leetsdale Dr,,Glendale,CO,80246.0,(303) 320-3100,,,541105.0,445110.0,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.932891,39.708515999999996,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
576,Supermarket,King Soopers,,5050 S Federal Blvd # A,,Englewood,CO,80110.0,(303) 798-2521,,,541105.0,445110.0,30962000.0,,120.0,100 to 249,,"40,000+",InfoGroup2014,-105.02436100000001,39.625724,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
577,Supermarket,King Soopers,,9800 W Belleview Ave,,Littleton,CO,80123.0,(303) 978-9618,,,541105.0,445110.0,61925000.0,,240.0,100 to 249,,"40,000+",InfoGroup2014,-105.10747099999999,39.623645,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
578,Supermarket,King Soopers,,1927 S Wadsworth Blvd # 1,,Lakewood,CO,80227.0,(303) 985-8795,,,541105.0,445110.0,51604000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-105.083221,39.681758,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
579,Supermarket,King Soopers,,6350 Sheridan Blvd # 1,,Arvada,CO,80003.0,(303) 429-1597,,,541105.0,445110.0,38187000.0,,148.0,100 to 249,,"40,000+",InfoGroup2014,-105.05206100000001,39.811279,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
580,Supermarket,Safeway,,5025 S Kipling Pkwy,,Littleton,CO,80127.0,(303) 973-6770,,,541105.0,445110.0,17029000.0,,66.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-105.11161399999999,39.625521,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
581,Supermarket,Safeway,,1677 S Havana St,,Aurora,CO,80012.0,(303) 481-2279,,,541105.0,445110.0,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.86793,39.686454,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
582,Specialty Food Store,Black Sea Market,,7920 E Mississippi Ave # M,,Denver,CO,80247.0,(303) 743-8163,,,542107.0,445210.0,210000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.895974,39.696505,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
583,Convenience Store,Aztlan,,4880 Chambers Rd,,Denver,CO,80239.0,(303) 307-8869,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.809053,39.786122,,Gateway - Green Valley Ranch,Council District 11,{00000000-0000-0000-0000-000000000000}
584,Discount Merchandise Market,Discount Empire Inc,,4854 Chambers Rd,,Denver,CO,80239.0,(303) 371-4131,,,531104.0,452112.0,660000.0,,3.0,1 to 4,,"40,000+",InfoGroup2014,-104.809596,39.785291,,Gateway - Green Valley Ranch,Council District 11,{00000000-0000-0000-0000-000000000000}
585,Small Grocery Store,Walmart Neighborhood Market,,5141 Chambers Rd,,Denver,CO,80239.0,(303) 218-6237,,,541105.0,445110.0,15739000.0,,61.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.809556,39.785584,,Gateway - Green Valley Ranch,Council District 11,{00000000-0000-0000-0000-000000000000}
586,Convenience Store With Gas,Z-Mart,,14125 E 52ND AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.8242,39.790605,Healthy Corner Store Initiative,Montbello,Council District 11,{00000000-0000-0000-0000-000000000000}
587,Closed Supermarket,Safeway,,4884 Chambers Rd,,Denver,CO,80239.0,,,,,,,,,,,,,-104.808876,39.786134000000004,,Gateway - Green Valley Ranch,Council District 11,{00000000-0000-0000-0000-000000000000}
